Time,X,Y,Z,qW,qX,qY,qZ
1510937421.085,0.035,1.402,0.246,0.147,-0.013,-0.015,0.989,
1510937421.093,0.032,1.399,0.245,0.130,-0.018,-0.009,0.991,
1510937421.102,0.032,1.397,0.245,0.117,-0.025,-0.006,0.993,
1510937421.110,0.033,1.392,0.246,0.106,-0.023,-0.002,0.994,
1510937421.119,0.032,1.388,0.246,0.101,-0.026,0.000,0.995,
1510937421.127,0.026,1.381,0.246,0.097,-0.017,-0.008,0.995,
1510937421.135,0.028,1.378,0.246,0.092,-0.026,-0.001,0.995,
1510937421.143,0.028,1.367,0.248,0.100,-0.007,-0.002,0.995,
1510937421.152,0.028,1.362,0.248,0.091,-0.007,0.005,0.996,
1510937421.160,0.019,1.361,0.247,0.084,-0.017,-0.015,0.996,
1510937421.168,0.018,1.357,0.247,0.076,-0.018,-0.016,0.997,
1510937421.177,0.017,1.351,0.247,0.067,-0.017,-0.016,0.997,
1510937421.185,0.013,1.348,0.247,0.062,-0.019,-0.023,0.998,
1510937421.194,0.013,1.343,0.247,0.034,-0.018,-0.017,0.999,
1510937421.203,0.013,1.340,0.246,0.023,-0.022,-0.013,0.999,
1510937421.210,0.011,1.333,0.247,0.021,-0.018,-0.019,0.999,
1510937421.219,0.010,1.330,0.247,0.012,-0.021,-0.016,1.000,
1510937421.227,0.011,1.322,0.247,0.011,-0.014,-0.015,1.000,
1510937421.235,0.011,1.319,0.247,0.004,-0.018,-0.012,1.000,
1510937421.243,0.011,1.312,0.247,0.001,-0.014,-0.012,1.000,
1510937421.252,0.012,1.306,0.248,0.000,-0.011,-0.012,1.000,
1510937421.261,0.012,1.302,0.247,-0.007,-0.014,-0.009,1.000,
1510937421.268,0.011,1.295,0.248,-0.007,-0.011,-0.011,1.000,
1510937421.277,0.011,1.294,0.246,-0.018,-0.019,-0.007,1.000,
1510937421.285,0.010,1.286,0.248,-0.014,-0.011,-0.012,1.000,
1510937421.293,0.010,1.279,0.248,-0.015,-0.008,-0.012,1.000,
1510937421.302,0.010,1.277,0.247,-0.024,-0.016,-0.008,1.000,
1510937421.311,0.010,1.270,0.247,-0.021,-0.011,-0.011,1.000,
1510937421.318,0.011,1.263,0.248,-0.020,-0.007,-0.009,1.000,
1510937421.328,0.009,1.257,0.248,-0.017,-0.006,-0.015,1.000,
1510937421.335,0.009,1.253,0.248,-0.018,-0.008,-0.012,1.000,
1510937421.343,0.009,1.247,0.248,-0.019,-0.007,-0.012,1.000,
1510937421.352,0.010,1.244,0.248,-0.020,-0.012,-0.011,1.000,
1510937421.361,0.009,1.237,0.247,-0.020,-0.009,-0.013,1.000,
1510937421.369,0.009,1.233,0.248,-0.022,-0.012,-0.012,1.000,
1510937421.377,0.011,1.227,0.248,-0.023,-0.009,-0.008,1.000,
1510937421.385,0.010,1.222,0.248,-0.021,-0.010,-0.011,1.000,
1510937421.393,0.009,1.215,0.248,-0.021,-0.007,-0.014,1.000,
1510937421.402,0.011,1.210,0.247,-0.027,-0.008,-0.008,1.000,
1510937421.410,0.013,1.205,0.247,-0.031,-0.009,-0.004,0.999,
1510937421.419,0.013,1.198,0.247,-0.027,-0.005,-0.004,1.000,
1510937421.426,0.014,1.194,0.247,-0.026,-0.009,-0.004,1.000,
1510937421.435,0.014,1.188,0.247,-0.026,-0.008,-0.004,1.000,
1510937421.443,0.015,1.183,0.247,-0.024,-0.010,-0.000,1.000,
1510937421.453,0.016,1.177,0.247,-0.027,-0.010,0.001,1.000,
1510937421.461,0.017,1.171,0.247,-0.024,-0.008,0.003,1.000,
1510937421.468,0.017,1.165,0.247,-0.026,-0.008,0.003,1.000,
1510937421.477,0.018,1.160,0.247,-0.027,-0.008,0.004,1.000,
1510937421.485,0.019,1.155,0.247,-0.028,-0.010,0.007,1.000,
1510937421.494,0.018,1.150,0.247,-0.028,-0.012,0.006,1.000,
1510937421.502,0.019,1.143,0.247,-0.026,-0.010,0.006,1.000,
1510937421.510,0.019,1.138,0.247,-0.027,-0.012,0.006,1.000,
1510937421.518,0.019,1.133,0.247,-0.028,-0.014,0.009,0.999,
1510937421.527,0.019,1.126,0.247,-0.025,-0.012,0.005,1.000,
1510937421.536,0.018,1.122,0.247,-0.027,-0.015,0.005,0.999,
1510937421.544,0.019,1.116,0.247,-0.030,-0.014,0.008,0.999,
1510937421.552,0.018,1.110,0.247,-0.028,-0.014,0.004,1.000,
1510937421.560,0.018,1.104,0.247,-0.028,-0.014,0.006,0.999,
1510937421.570,0.017,1.097,0.247,-0.026,-0.013,0.002,1.000,
1510937421.578,0.017,1.091,0.248,-0.025,-0.013,0.001,1.000,
1510937421.586,0.017,1.087,0.247,-0.028,-0.018,0.004,0.999,
1510937421.593,0.016,1.080,0.247,-0.026,-0.016,0.001,1.000,
1510937421.602,0.016,1.073,0.248,-0.025,-0.012,0.001,1.000,
1510937421.610,0.015,1.067,0.248,-0.025,-0.013,-0.002,1.000,
1510937421.618,0.016,1.061,0.247,-0.028,-0.013,0.001,1.000,
1510937421.627,0.015,1.054,0.248,-0.026,-0.010,-0.002,1.000,
1510937421.636,0.015,1.048,0.248,-0.025,-0.010,-0.003,1.000,
1510937421.644,0.014,1.041,0.248,-0.026,-0.009,-0.004,1.000,
1510937421.652,0.015,1.038,0.248,-0.028,-0.015,-0.002,1.000,
1510937421.660,0.014,1.029,0.248,-0.024,-0.008,-0.004,1.000,
1510937421.668,0.013,1.024,0.248,-0.024,-0.012,-0.006,1.000,
1510937421.677,0.014,1.017,0.248,-0.028,-0.010,-0.003,1.000,
1510937421.685,0.015,1.011,0.248,-0.027,-0.010,-0.001,1.000,
1510937421.695,0.014,1.003,0.249,-0.025,-0.005,-0.006,1.000,
1510937421.703,0.014,0.998,0.248,-0.027,-0.008,-0.003,1.000,
1510937421.711,0.015,0.994,0.248,-0.027,-0.011,-0.001,1.000,
1510937421.719,0.014,0.986,0.248,-0.025,-0.008,-0.005,1.000,
1510937421.727,0.014,0.980,0.248,-0.025,-0.010,-0.005,1.000,
1510937421.735,0.014,0.974,0.248,-0.024,-0.009,-0.004,1.000,
1510937421.744,0.014,0.969,0.248,-0.024,-0.010,-0.005,1.000,
1510937421.752,0.015,0.962,0.248,-0.027,-0.010,-0.002,1.000,
1510937421.760,0.014,0.955,0.248,-0.025,-0.007,-0.004,1.000,
1510937421.769,0.014,0.951,0.248,-0.027,-0.012,-0.003,1.000,
1510937421.777,0.015,0.943,0.249,-0.024,-0.007,-0.002,1.000,
1510937421.785,0.015,0.936,0.248,-0.025,-0.006,-0.004,1.000,
1510937421.794,0.015,0.930,0.248,-0.025,-0.007,-0.003,1.000,
1510937421.802,0.016,0.926,0.248,-0.027,-0.011,0.001,1.000,
1510937421.810,0.016,0.917,0.248,-0.025,-0.006,-0.001,1.000,
1510937421.818,0.015,0.911,0.248,-0.024,-0.004,-0.002,1.000,
1510937421.828,0.016,0.906,0.248,-0.027,-0.009,0.001,1.000,
1510937421.835,0.015,0.899,0.248,-0.025,-0.006,-0.003,1.000,
1510937421.844,0.015,0.894,0.248,-0.029,-0.009,-0.001,1.000,
1510937421.852,0.015,0.885,0.248,-0.024,-0.003,-0.003,1.000,
1510937421.860,0.015,0.882,0.248,-0.027,-0.010,-0.001,1.000,
1510937421.869,0.016,0.876,0.248,-0.029,-0.011,0.002,1.000,
1510937421.877,0.016,0.868,0.248,-0.027,-0.007,0.001,1.000,
1510937421.885,0.016,0.861,0.248,-0.025,-0.006,-0.002,1.000,
1510937421.894,0.016,0.856,0.248,-0.027,-0.008,0.000,1.000,
1510937421.902,0.016,0.848,0.248,-0.026,-0.005,-0.001,1.000,
1510937421.910,0.015,0.843,0.248,-0.025,-0.006,-0.003,1.000,
1510937421.919,0.016,0.837,0.248,-0.026,-0.008,-0.002,1.000,
1510937421.926,0.016,0.833,0.248,-0.029,-0.014,-0.001,0.999,
1510937421.935,0.015,0.826,0.248,-0.029,-0.011,-0.004,1.000,
1510937421.943,0.016,0.820,0.248,-0.031,-0.011,-0.001,0.999,
1510937421.953,0.016,0.813,0.248,-0.029,-0.010,-0.001,1.000,
1510937421.961,0.016,0.806,0.248,-0.029,-0.009,-0.001,1.000,
1510937421.968,0.017,0.801,0.247,-0.031,-0.011,0.002,0.999,
1510937421.977,0.017,0.794,0.248,-0.032,-0.009,0.001,0.999,
1510937421.985,0.017,0.787,0.248,-0.030,-0.009,-0.000,1.000,
1510937421.993,0.017,0.780,0.248,-0.029,-0.008,0.000,1.000,
1510937422.002,0.017,0.774,0.248,-0.030,-0.008,-0.001,1.000,
1510937422.010,0.017,0.771,0.247,-0.033,-0.016,0.000,0.999,
1510937422.019,0.018,0.764,0.247,-0.033,-0.014,0.003,0.999,
1510937422.027,0.017,0.755,0.248,-0.029,-0.007,-0.000,1.000,
1510937422.035,0.017,0.751,0.247,-0.034,-0.013,0.000,0.999,
1510937422.043,0.018,0.745,0.247,-0.034,-0.013,0.002,0.999,
1510937422.052,0.018,0.738,0.248,-0.034,-0.013,0.002,0.999,
1510937422.060,0.018,0.734,0.247,-0.035,-0.016,0.002,0.999,
1510937422.070,0.017,0.727,0.247,-0.033,-0.017,-0.000,0.999,
1510937422.078,0.018,0.721,0.247,-0.033,-0.018,0.002,0.999,
1510937422.086,0.017,0.715,0.248,-0.036,-0.019,0.001,0.999,
1510937422.093,0.018,0.709,0.248,-0.034,-0.017,0.001,0.999,
1510937422.102,0.018,0.701,0.248,-0.033,-0.016,0.000,0.999,
1510937422.110,0.017,0.695,0.248,-0.034,-0.014,-0.000,0.999,
1510937422.119,0.018,0.688,0.248,-0.036,-0.015,-0.000,0.999,
1510937422.127,0.018,0.682,0.248,-0.035,-0.016,0.001,0.999,
1510937422.135,0.018,0.675,0.248,-0.035,-0.014,-0.001,0.999,
1510937422.144,0.018,0.668,0.248,-0.035,-0.012,0.001,0.999,
1510937422.152,0.017,0.663,0.248,-0.035,-0.015,-0.003,0.999,
1510937422.160,0.019,0.655,0.248,-0.033,-0.012,-0.000,0.999,
1510937422.170,0.018,0.646,0.249,-0.034,-0.006,-0.002,0.999,
1510937422.177,0.018,0.639,0.249,-0.029,-0.004,-0.003,1.000,
1510937422.185,0.017,0.631,0.249,-0.028,0.001,-0.006,1.000,
1510937422.195,0.016,0.625,0.249,-0.029,-0.002,-0.009,1.000,
1510937422.203,0.017,0.619,0.249,-0.027,-0.002,-0.008,1.000,
1510937422.211,0.016,0.612,0.249,-0.027,-0.003,-0.010,1.000,
1510937422.218,0.016,0.608,0.248,-0.031,-0.008,-0.006,0.999,
1510937422.227,0.015,0.600,0.249,-0.025,-0.004,-0.011,1.000,
1510937422.235,0.015,0.593,0.249,-0.025,-0.002,-0.012,1.000,
1510937422.243,0.016,0.587,0.249,-0.030,-0.004,-0.008,1.000,
1510937422.252,0.015,0.581,0.249,-0.028,-0.005,-0.012,1.000,
1510937422.260,0.015,0.573,0.249,-0.025,-0.003,-0.012,1.000,
1510937422.269,0.015,0.570,0.248,-0.029,-0.010,-0.009,0.999,
1510937422.277,0.016,0.562,0.249,-0.026,-0.007,-0.010,1.000,
1510937422.285,0.015,0.556,0.249,-0.026,-0.009,-0.012,1.000,
1510937422.295,0.015,0.549,0.249,-0.026,-0.007,-0.011,1.000,
1510937422.302,0.016,0.541,0.249,-0.026,-0.003,-0.011,1.000,
1510937422.311,0.016,0.534,0.249,-0.026,-0.002,-0.010,1.000,
1510937422.320,0.017,0.528,0.249,-0.027,-0.003,-0.009,1.000,
1510937422.328,0.018,0.521,0.248,-0.026,-0.003,-0.006,1.000,
1510937422.336,0.018,0.515,0.248,-0.025,-0.003,-0.006,1.000,
1510937422.344,0.020,0.509,0.248,-0.026,-0.004,-0.002,1.000,
1510937422.352,0.021,0.503,0.248,-0.024,-0.005,-0.001,1.000,
1510937422.360,0.021,0.496,0.248,-0.025,-0.004,-0.001,1.000,
1510937422.369,0.022,0.489,0.248,-0.025,-0.003,0.001,1.000,
1510937422.377,0.023,0.482,0.248,-0.025,-0.003,0.003,1.000,
1510937422.385,0.023,0.477,0.248,-0.025,-0.006,0.004,1.000,
1510937422.394,0.024,0.471,0.248,-0.025,-0.006,0.005,1.000,
1510937422.402,0.024,0.465,0.248,-0.024,-0.008,0.004,1.000,
1510937422.410,0.025,0.459,0.248,-0.027,-0.009,0.007,1.000,
1510937422.419,0.025,0.452,0.248,-0.026,-0.009,0.006,1.000,
1510937422.427,0.026,0.446,0.248,-0.025,-0.009,0.008,1.000,
1510937422.435,0.026,0.439,0.248,-0.026,-0.007,0.009,1.000,
1510937422.445,0.026,0.432,0.248,-0.027,-0.006,0.009,1.000,
1510937422.453,0.026,0.426,0.248,-0.026,-0.009,0.007,1.000,
1510937422.461,0.025,0.419,0.248,-0.027,-0.008,0.006,1.000,
1510937422.469,0.025,0.413,0.248,-0.025,-0.009,0.007,1.000,
1510937422.477,0.025,0.406,0.248,-0.026,-0.008,0.005,1.000,
1510937422.485,0.025,0.400,0.248,-0.026,-0.010,0.004,1.000,
1510937422.493,0.025,0.393,0.248,-0.027,-0.007,0.005,1.000,
1510937422.502,0.025,0.386,0.248,-0.027,-0.006,0.005,1.000,
1510937422.510,0.024,0.381,0.248,-0.027,-0.011,0.003,1.000,
1510937422.519,0.024,0.373,0.248,-0.027,-0.007,0.004,1.000,
1510937422.527,0.024,0.367,0.248,-0.026,-0.008,0.004,1.000,
1510937422.535,0.024,0.361,0.248,-0.026,-0.011,0.004,1.000,
1510937422.544,0.024,0.355,0.248,-0.027,-0.011,0.003,1.000,
1510937422.552,0.024,0.348,0.248,-0.026,-0.011,0.004,1.000,
1510937422.560,0.024,0.342,0.249,-0.027,-0.011,0.002,1.000,
1510937422.570,0.023,0.335,0.249,-0.026,-0.010,0.001,1.000,
1510937422.577,0.023,0.329,0.248,-0.026,-0.010,-0.000,1.000,
1510937422.586,0.022,0.324,0.249,-0.030,-0.014,-0.001,0.999,
1510937422.593,0.024,0.317,0.249,-0.027,-0.014,0.002,1.000,
1510937422.602,0.022,0.311,0.249,-0.026,-0.013,-0.001,1.000,
1510937422.611,0.023,0.305,0.249,-0.029,-0.016,-0.001,0.999,
1510937422.618,0.023,0.297,0.249,-0.026,-0.013,0.000,1.000,
1510937422.626,0.023,0.291,0.249,-0.026,-0.011,-0.000,1.000,
1510937422.635,0.023,0.283,0.249,-0.027,-0.008,-0.001,1.000,
1510937422.643,0.023,0.276,0.249,-0.027,-0.008,-0.001,1.000,
1510937422.652,0.023,0.270,0.249,-0.027,-0.009,-0.002,1.000,
1510937422.661,0.024,0.264,0.250,-0.027,-0.009,0.000,1.000,
1510937422.669,0.023,0.258,0.250,-0.027,-0.011,-0.001,1.000,
1510937422.677,0.022,0.252,0.250,-0.028,-0.012,-0.004,1.000,
1510937422.686,0.024,0.245,0.250,-0.026,-0.010,0.000,1.000,
1510937422.695,0.023,0.238,0.250,-0.027,-0.010,-0.002,1.000,
