Time,X,Y,Z,qW,qX,qY,qZ
1510937372.072,1.703,0.010,0.240,0.999,-0.014,0.001,0.033,
1510937372.080,1.702,0.015,0.240,0.999,-0.011,-0.000,0.041,
1510937372.088,1.701,0.019,0.240,0.999,-0.008,0.001,0.047,
1510937372.097,1.701,0.024,0.240,0.999,-0.009,-0.000,0.054,
1510937372.105,1.702,0.028,0.240,0.998,-0.012,0.001,0.061,
1510937372.113,1.700,0.033,0.240,0.998,-0.008,0.000,0.067,
1510937372.122,1.701,0.037,0.240,0.997,-0.009,0.001,0.074,
1510937372.130,1.700,0.042,0.240,0.997,-0.009,0.000,0.080,
1510937372.138,1.700,0.046,0.240,0.996,-0.011,0.002,0.085,
1510937372.148,1.701,0.051,0.240,0.995,-0.014,0.000,0.096,
1510937372.156,1.699,0.055,0.240,0.995,-0.010,0.001,0.102,
1510937372.163,1.700,0.059,0.240,0.994,-0.012,0.003,0.109,
1510937372.171,1.699,0.063,0.240,0.993,-0.013,0.003,0.117,
1510937372.180,1.699,0.068,0.240,0.992,-0.014,0.002,0.124,
1510937372.188,1.697,0.071,0.240,0.991,-0.011,0.004,0.130,
1510937372.196,1.697,0.077,0.240,0.990,-0.014,-0.000,0.139,
1510937372.205,1.695,0.080,0.240,0.989,-0.011,0.005,0.150,
1510937372.213,1.695,0.084,0.240,0.987,-0.011,0.004,0.158,
1510937372.222,1.694,0.089,0.240,0.986,-0.012,0.003,0.163,
1510937372.230,1.692,0.092,0.240,0.985,-0.009,0.005,0.169,
1510937372.239,1.690,0.097,0.240,0.984,-0.009,0.002,0.177,
1510937372.246,1.690,0.101,0.240,0.983,-0.010,0.003,0.183,
1510937372.255,1.689,0.106,0.240,0.982,-0.011,0.002,0.190,
1510937372.263,1.687,0.110,0.240,0.980,-0.010,0.003,0.197,
1510937372.271,1.686,0.114,0.239,0.979,-0.010,0.004,0.202,
1510937372.281,1.684,0.118,0.240,0.978,-0.008,0.002,0.210,
1510937372.289,1.683,0.123,0.240,0.976,-0.010,0.002,0.216,
1510937372.296,1.681,0.127,0.240,0.975,-0.009,0.002,0.223,
1510937372.305,1.680,0.131,0.240,0.973,-0.008,0.002,0.229,
1510937372.313,1.677,0.136,0.240,0.971,-0.006,-0.001,0.237,
1510937372.322,1.675,0.138,0.239,0.970,-0.006,0.002,0.243,
1510937372.329,1.673,0.141,0.239,0.968,-0.002,0.006,0.251,
1510937372.339,1.673,0.144,0.239,0.966,-0.006,0.007,0.258,
1510937372.347,1.671,0.149,0.239,0.964,-0.009,0.007,0.265,
1510937372.355,1.669,0.153,0.239,0.963,-0.007,0.007,0.270,
1510937372.363,1.667,0.157,0.239,0.961,-0.007,0.007,0.277,
1510937372.372,1.666,0.162,0.239,0.959,-0.010,0.004,0.283,
1510937372.380,1.664,0.164,0.239,0.957,-0.009,0.008,0.289,
1510937372.388,1.661,0.169,0.239,0.955,-0.009,0.006,0.295,
1510937372.396,1.660,0.171,0.239,0.953,-0.009,0.010,0.302,
1510937372.406,1.657,0.175,0.239,0.951,-0.009,0.008,0.308,
1510937372.413,1.654,0.178,0.239,0.949,-0.006,0.009,0.315,
1510937372.422,1.652,0.182,0.239,0.947,-0.006,0.009,0.322,
1510937372.430,1.650,0.185,0.239,0.944,-0.007,0.011,0.329,
1510937372.439,1.648,0.190,0.239,0.940,-0.008,0.008,0.340,
1510937372.446,1.645,0.191,0.239,0.937,-0.006,0.011,0.349,
1510937372.455,1.643,0.195,0.239,0.935,-0.006,0.012,0.354,
1510937372.463,1.641,0.200,0.239,0.933,-0.010,0.009,0.360,
1510937372.472,1.637,0.203,0.239,0.931,-0.006,0.009,0.365,
1510937372.480,1.635,0.208,0.239,0.928,-0.011,0.005,0.373,
1510937372.488,1.633,0.211,0.240,0.925,-0.009,0.006,0.379,
1510937372.497,1.631,0.214,0.239,0.922,-0.011,0.007,0.387,
1510937372.505,1.628,0.218,0.239,0.920,-0.013,0.005,0.392,
1510937372.513,1.624,0.221,0.239,0.918,-0.009,0.005,0.397,
1510937372.523,1.622,0.224,0.240,0.915,-0.011,0.007,0.403,
1510937372.530,1.619,0.227,0.240,0.912,-0.012,0.005,0.410,
1510937372.538,1.615,0.229,0.239,0.909,-0.006,0.007,0.417,
1510937372.546,1.613,0.234,0.240,0.906,-0.010,0.002,0.424,
1510937372.555,1.610,0.237,0.240,0.902,-0.011,0.003,0.432,
1510937372.563,1.607,0.240,0.240,0.899,-0.011,0.004,0.438,
1510937372.572,1.603,0.243,0.240,0.896,-0.009,0.002,0.444,
1510937372.580,1.600,0.246,0.240,0.893,-0.010,0.003,0.451,
1510937372.588,1.598,0.248,0.240,0.891,-0.012,0.005,0.454,
1510937372.597,1.591,0.258,0.242,0.884,-0.009,-0.016,0.468,
1510937372.605,1.589,0.254,0.240,0.886,-0.008,-0.000,0.463,
1510937372.613,1.587,0.255,0.240,0.883,-0.010,0.006,0.468,
1510937372.622,1.582,0.255,0.239,0.880,-0.001,0.009,0.475,
1510937372.630,1.581,0.261,0.240,0.876,-0.010,0.004,0.483,
1510937372.638,1.580,0.262,0.239,0.873,-0.017,0.010,0.488,
1510937372.646,1.577,0.264,0.239,0.870,-0.016,0.014,0.493,
1510937372.656,1.574,0.266,0.239,0.867,-0.017,0.015,0.499,
1510937372.663,1.570,0.269,0.239,0.864,-0.015,0.014,0.504,
1510937372.672,1.561,0.277,0.241,0.851,-0.006,-0.007,0.525,
1510937372.680,1.558,0.280,0.241,0.848,-0.008,-0.008,0.530,
1510937372.689,1.555,0.282,0.242,0.843,-0.009,-0.009,0.538,
1510937372.696,1.556,0.280,0.239,0.846,-0.018,0.011,0.533,
1510937372.705,1.552,0.282,0.239,0.843,-0.018,0.010,0.537,
1510937372.713,1.547,0.284,0.240,0.838,-0.012,0.008,0.545,
1510937372.722,1.545,0.286,0.239,0.836,-0.018,0.010,0.548,
1510937372.730,1.540,0.287,0.239,0.833,-0.014,0.009,0.553,
1510937372.738,1.537,0.289,0.239,0.828,-0.015,0.010,0.560,
1510937372.746,1.530,0.291,0.240,0.821,-0.006,0.006,0.571,
1510937372.755,1.527,0.293,0.240,0.818,-0.009,0.006,0.575,
1510937372.763,1.522,0.297,0.241,0.811,-0.008,-0.000,0.586,
1510937372.772,1.520,0.297,0.240,0.810,-0.013,0.009,0.587,
1510937372.781,1.515,0.300,0.240,0.805,-0.014,0.003,0.593,
1510937372.788,1.510,0.302,0.240,0.800,-0.012,-0.000,0.600,
1510937372.797,1.506,0.303,0.240,0.797,-0.011,0.004,0.604,
1510937372.805,1.502,0.307,0.240,0.791,-0.015,-0.002,0.611,
1510937372.813,1.498,0.308,0.240,0.787,-0.014,-0.002,0.616,
1510937372.822,1.494,0.310,0.240,0.783,-0.016,-0.002,0.621,
1510937372.830,1.489,0.311,0.240,0.778,-0.016,-0.003,0.627,
1510937372.839,1.487,0.313,0.239,0.775,-0.024,-0.000,0.632,
1510937372.847,1.484,0.309,0.239,0.773,-0.016,0.013,0.634,
1510937372.855,1.480,0.315,0.239,0.766,-0.024,0.003,0.643,
1510937372.863,1.476,0.313,0.239,0.763,-0.019,0.010,0.646,
1510937372.871,1.472,0.318,0.239,0.757,-0.025,0.003,0.653,
1510937372.880,1.468,0.316,0.240,0.754,-0.021,0.009,0.657,
1510937372.888,1.464,0.317,0.240,0.750,-0.021,0.011,0.661,
1510937372.896,1.456,0.318,0.239,0.743,-0.017,0.005,0.669,
1510937372.906,1.451,0.315,0.239,0.739,-0.007,0.012,0.674,
1510937372.913,1.447,0.319,0.239,0.730,-0.013,0.005,0.684,
1510937372.922,1.443,0.321,0.239,0.725,-0.016,0.003,0.689,
1510937372.929,1.440,0.320,0.239,0.724,-0.015,0.009,0.690,
1510937372.938,1.434,0.319,0.239,0.721,-0.010,0.008,0.693,
1510937372.946,1.430,0.321,0.240,0.716,-0.013,0.006,0.698,
1510937372.955,1.425,0.320,0.240,0.713,-0.010,0.008,0.701,
1510937372.963,1.421,0.321,0.240,0.709,-0.011,0.006,0.706,
1510937372.971,1.416,0.322,0.239,0.706,-0.010,0.006,0.708,
1510937372.980,1.411,0.322,0.240,0.705,-0.010,0.006,0.709,
1510937372.988,1.405,0.321,0.239,0.703,-0.007,0.007,0.711,
1510937372.997,1.401,0.321,0.239,0.702,-0.005,0.009,0.712,
1510937373.005,1.396,0.322,0.240,0.700,-0.005,0.006,0.714,
1510937373.013,1.391,0.322,0.239,0.700,-0.006,0.007,0.714,
1510937373.023,1.387,0.322,0.240,0.698,-0.007,0.007,0.716,
1510937373.031,1.382,0.323,0.240,0.698,-0.007,0.007,0.716,
1510937373.038,1.377,0.322,0.239,0.698,-0.007,0.009,0.716,
1510937373.047,1.372,0.324,0.240,0.697,-0.010,0.006,0.717,
1510937373.054,1.367,0.326,0.240,0.694,-0.013,0.002,0.720,
1510937373.063,1.363,0.323,0.240,0.696,-0.009,0.007,0.718,
1510937373.071,1.357,0.324,0.240,0.695,-0.009,0.005,0.719,
1510937373.080,1.352,0.325,0.240,0.693,-0.011,0.003,0.721,
1510937373.088,1.348,0.323,0.240,0.695,-0.009,0.008,0.719,
1510937373.096,1.342,0.324,0.240,0.693,-0.011,0.005,0.721,
1510937373.105,1.338,0.322,0.240,0.694,-0.008,0.011,0.720,
1510937373.113,1.333,0.320,0.240,0.695,-0.007,0.015,0.719,
1510937373.122,1.328,0.321,0.240,0.694,-0.008,0.013,0.720,
1510937373.130,1.324,0.322,0.240,0.690,-0.013,0.014,0.723,
1510937373.140,1.317,0.320,0.240,0.692,-0.006,0.013,0.722,
1510937373.148,1.312,0.320,0.240,0.691,-0.007,0.014,0.723,
1510937373.155,1.306,0.319,0.240,0.691,-0.005,0.014,0.723,
1510937373.163,1.301,0.320,0.240,0.690,-0.006,0.012,0.724,
1510937373.171,1.296,0.319,0.240,0.690,-0.005,0.014,0.723,
1510937373.179,1.290,0.321,0.240,0.688,-0.007,0.008,0.726,
1510937373.189,1.286,0.319,0.240,0.690,-0.006,0.016,0.724,
1510937373.196,1.279,0.319,0.240,0.690,-0.005,0.012,0.723,
1510937373.204,1.275,0.319,0.240,0.690,-0.006,0.015,0.723,
1510937373.214,1.269,0.319,0.240,0.690,-0.006,0.016,0.723,
1510937373.222,1.262,0.319,0.240,0.690,-0.005,0.011,0.724,
1510937373.229,1.257,0.317,0.240,0.690,-0.003,0.015,0.724,
1510937373.238,1.252,0.318,0.240,0.690,-0.004,0.016,0.724,
1510937373.246,1.246,0.319,0.240,0.688,-0.006,0.012,0.725,
1510937373.255,1.241,0.317,0.240,0.690,-0.001,0.016,0.724,
1510937373.263,1.235,0.319,0.241,0.689,-0.006,0.014,0.724,
1510937373.271,1.232,0.319,0.241,0.689,-0.009,0.017,0.725,
1510937373.281,1.226,0.319,0.240,0.690,-0.007,0.017,0.724,
1510937373.288,1.220,0.320,0.241,0.690,-0.009,0.015,0.724,
1510937373.296,1.214,0.322,0.241,0.691,-0.013,0.011,0.723,
1510937373.305,1.208,0.319,0.241,0.690,-0.008,0.015,0.724,
1510937373.313,1.202,0.320,0.241,0.690,-0.009,0.013,0.723,
1510937373.321,1.195,0.321,0.241,0.688,-0.009,0.010,0.726,
1510937373.330,1.191,0.320,0.241,0.691,-0.009,0.014,0.723,
1510937373.339,1.188,0.321,0.241,0.687,-0.016,0.016,0.726,
1510937373.347,1.182,0.321,0.241,0.688,-0.014,0.016,0.725,
1510937373.355,1.176,0.321,0.241,0.689,-0.014,0.015,0.724,
1510937373.363,1.170,0.321,0.241,0.689,-0.014,0.016,0.725,
1510937373.372,1.164,0.320,0.241,0.688,-0.014,0.016,0.725,
1510937373.380,1.158,0.321,0.241,0.687,-0.014,0.013,0.726,
1510937373.388,1.152,0.320,0.242,0.686,-0.012,0.014,0.728,
1510937373.398,1.146,0.321,0.242,0.687,-0.014,0.014,0.727,
1510937373.406,1.141,0.321,0.242,0.686,-0.013,0.014,0.727,
1510937373.413,1.135,0.320,0.242,0.684,-0.012,0.014,0.729,
1510937373.422,1.130,0.321,0.242,0.684,-0.016,0.015,0.729,
1510937373.429,1.122,0.321,0.243,0.685,-0.013,0.010,0.729,
1510937373.438,1.116,0.321,0.243,0.684,-0.012,0.011,0.729,
1510937373.446,1.111,0.321,0.243,0.684,-0.014,0.011,0.729,
1510937373.455,1.104,0.321,0.243,0.685,-0.011,0.009,0.729,
1510937373.463,1.099,0.320,0.243,0.684,-0.013,0.012,0.730,
1510937373.472,1.092,0.320,0.243,0.683,-0.011,0.009,0.730,
1510937373.480,1.085,0.319,0.243,0.684,-0.006,0.009,0.729,
1510937373.488,1.080,0.319,0.243,0.685,-0.007,0.011,0.729,
1510937373.496,1.073,0.318,0.244,0.685,-0.005,0.011,0.729,
1510937373.505,1.069,0.320,0.243,0.682,-0.013,0.010,0.731,
1510937373.513,1.063,0.319,0.243,0.680,-0.009,0.010,0.733,
1510937373.523,1.056,0.319,0.244,0.679,-0.008,0.009,0.734,
1510937373.531,1.050,0.320,0.244,0.679,-0.010,0.007,0.734,
1510937373.539,1.043,0.319,0.244,0.681,-0.006,0.006,0.733,
1510937373.546,1.037,0.319,0.244,0.679,-0.008,0.006,0.734,
1510937373.554,1.031,0.318,0.244,0.679,-0.006,0.007,0.734,
1510937373.563,1.024,0.318,0.244,0.680,-0.005,0.006,0.733,
1510937373.571,1.019,0.318,0.244,0.680,-0.007,0.007,0.733,
1510937373.580,1.013,0.317,0.244,0.679,-0.006,0.007,0.734,
1510937373.588,1.007,0.318,0.244,0.680,-0.008,0.007,0.733,
1510937373.597,1.000,0.317,0.244,0.680,-0.004,0.006,0.733,
1510937373.605,0.993,0.317,0.244,0.680,-0.003,0.005,0.733,
1510937373.613,0.986,0.316,0.244,0.680,-0.002,0.005,0.733,
1510937373.621,0.981,0.315,0.244,0.680,-0.002,0.007,0.733,
1510937373.629,0.975,0.315,0.244,0.681,-0.004,0.007,0.732,
1510937373.640,0.969,0.315,0.244,0.680,-0.003,0.009,0.733,
1510937373.646,0.963,0.315,0.244,0.680,-0.004,0.008,0.733,
1510937373.654,0.957,0.314,0.244,0.681,-0.005,0.009,0.733,
1510937373.663,0.951,0.314,0.244,0.681,-0.005,0.010,0.733,
1510937373.671,0.944,0.314,0.244,0.680,-0.003,0.009,0.733,
1510937373.680,0.938,0.313,0.244,0.680,-0.004,0.010,0.733,
1510937373.688,0.931,0.313,0.244,0.681,-0.002,0.009,0.732,
1510937373.696,0.925,0.313,0.244,0.681,-0.003,0.010,0.732,
1510937373.705,0.920,0.312,0.244,0.681,-0.005,0.011,0.733,
1510937373.713,0.913,0.312,0.244,0.681,-0.004,0.011,0.732,
1510937373.721,0.907,0.311,0.244,0.681,-0.003,0.012,0.732,
1510937373.730,0.900,0.311,0.244,0.681,-0.002,0.011,0.732,
1510937373.738,0.893,0.311,0.244,0.681,-0.001,0.010,0.732,
1510937373.746,0.886,0.310,0.244,0.681,-0.000,0.010,0.732,
1510937373.755,0.881,0.311,0.244,0.680,-0.004,0.010,0.733,
1510937373.763,0.874,0.310,0.244,0.680,-0.000,0.011,0.733,
1510937373.773,0.868,0.309,0.244,0.681,-0.001,0.013,0.733,
1510937373.780,0.862,0.309,0.244,0.681,-0.000,0.013,0.732,
1510937373.788,0.856,0.308,0.244,0.681,-0.001,0.016,0.732,
1510937373.796,0.849,0.308,0.244,0.681,0.001,0.014,0.732,
1510937373.805,0.842,0.307,0.244,0.681,0.001,0.014,0.732,
1510937373.813,0.835,0.307,0.244,0.681,0.003,0.013,0.732,
1510937373.822,0.829,0.307,0.244,0.681,0.003,0.015,0.732,
1510937373.829,0.824,0.307,0.244,0.681,0.001,0.015,0.732,
1510937373.838,0.818,0.307,0.244,0.680,-0.001,0.015,0.733,
1510937373.847,0.812,0.308,0.244,0.680,-0.002,0.014,0.733,
1510937373.855,0.806,0.308,0.244,0.679,-0.004,0.015,0.734,
1510937373.864,0.800,0.308,0.244,0.679,-0.004,0.014,0.734,
1510937373.872,0.793,0.308,0.244,0.679,-0.002,0.013,0.734,
1510937373.880,0.786,0.308,0.244,0.679,-0.002,0.010,0.734,
1510937373.888,0.780,0.309,0.244,0.679,-0.004,0.010,0.734,
1510937373.896,0.773,0.308,0.245,0.683,-0.002,0.011,0.731,
1510937373.904,0.767,0.307,0.245,0.686,-0.002,0.013,0.728,
1510937373.913,0.762,0.307,0.245,0.689,-0.004,0.016,0.725,
1510937373.922,0.756,0.306,0.244,0.694,-0.003,0.017,0.720,
1510937373.930,0.750,0.306,0.245,0.698,-0.002,0.017,0.716,
1510937373.938,0.743,0.306,0.245,0.706,-0.000,0.015,0.708,
1510937373.946,0.735,0.306,0.245,0.716,0.001,0.014,0.698,
1510937373.955,0.730,0.306,0.245,0.723,-0.002,0.012,0.691,
1510937373.963,0.724,0.307,0.245,0.732,-0.003,0.013,0.681,
1510937373.971,0.719,0.307,0.245,0.737,-0.004,0.015,0.675,
1510937373.980,0.713,0.308,0.245,0.741,-0.004,0.015,0.672,
1510937373.988,0.708,0.308,0.245,0.744,-0.003,0.018,0.668,
1510937373.996,0.702,0.307,0.245,0.751,-0.000,0.022,0.660,
1510937374.005,0.696,0.309,0.245,0.757,-0.001,0.019,0.654,
1510937374.013,0.690,0.310,0.245,0.763,-0.002,0.019,0.647,
1510937374.021,0.684,0.311,0.245,0.768,-0.002,0.018,0.640,
1510937374.029,0.678,0.311,0.245,0.776,0.001,0.018,0.631,
1510937374.038,0.672,0.313,0.245,0.780,0.002,0.017,0.626,
1510937374.046,0.667,0.315,0.245,0.781,-0.000,0.016,0.624,
1510937374.054,0.661,0.315,0.245,0.789,0.003,0.018,0.614,
1510937374.063,0.656,0.316,0.245,0.794,0.002,0.018,0.608,
1510937374.071,0.651,0.318,0.246,0.798,0.000,0.018,0.602,
1510937374.080,0.645,0.320,0.246,0.803,0.001,0.017,0.596,
1510937374.088,0.639,0.321,0.245,0.807,0.003,0.017,0.591,
1510937374.096,0.633,0.324,0.246,0.811,0.003,0.014,0.585,
1510937374.105,0.629,0.325,0.246,0.816,0.003,0.016,0.577,
1510937374.113,0.623,0.326,0.246,0.821,0.005,0.016,0.571,
1510937374.122,0.618,0.329,0.246,0.826,0.004,0.014,0.564,
1510937374.130,0.613,0.330,0.246,0.830,0.006,0.015,0.557,
1510937374.140,0.608,0.332,0.246,0.837,0.004,0.014,0.548,
1510937374.146,0.603,0.334,0.246,0.841,0.005,0.016,0.541,
1510937374.155,0.597,0.336,0.246,0.847,0.007,0.014,0.532,
1510937374.163,0.594,0.338,0.246,0.849,0.004,0.016,0.529,
1510937374.172,0.590,0.341,0.246,0.852,0.004,0.017,0.523,
1510937374.180,0.585,0.345,0.246,0.856,0.004,0.013,0.517,
1510937374.188,0.581,0.348,0.246,0.859,0.001,0.012,0.511,
1510937374.196,0.576,0.351,0.246,0.864,0.001,0.012,0.503,
1510937374.205,0.572,0.353,0.246,0.867,0.000,0.012,0.498,
1510937374.213,0.567,0.355,0.246,0.870,0.002,0.012,0.493,
1510937374.222,0.563,0.358,0.246,0.874,0.002,0.012,0.486,
1510937374.230,0.559,0.360,0.246,0.879,0.002,0.015,0.477,
1510937374.238,0.555,0.363,0.246,0.881,0.002,0.013,0.473,
1510937374.246,0.550,0.366,0.246,0.884,0.005,0.014,0.467,
1510937374.254,0.546,0.368,0.246,0.887,0.004,0.015,0.461,
1510937374.263,0.541,0.372,0.247,0.891,0.004,0.012,0.454,
1510937374.273,0.537,0.374,0.247,0.896,0.005,0.014,0.444,
1510937374.281,0.533,0.377,0.247,0.898,0.005,0.014,0.440,
1510937374.288,0.529,0.380,0.247,0.901,0.005,0.014,0.434,
1510937374.296,0.526,0.384,0.247,0.904,0.003,0.014,0.426,
1510937374.305,0.521,0.387,0.247,0.908,0.005,0.013,0.419,
1510937374.314,0.518,0.391,0.247,0.911,0.005,0.013,0.413,
1510937374.321,0.514,0.395,0.247,0.913,0.003,0.010,0.407,
1510937374.329,0.511,0.398,0.247,0.915,0.003,0.010,0.402,
1510937374.338,0.508,0.401,0.247,0.918,0.002,0.012,0.395,
1510937374.347,0.505,0.406,0.247,0.922,0.001,0.008,0.387,
1510937374.354,0.501,0.409,0.247,0.925,0.001,0.008,0.379,
1510937374.364,0.500,0.411,0.247,0.931,-0.004,0.016,0.366,
1510937374.371,0.496,0.416,0.247,0.932,-0.004,0.010,0.361,
1510937374.379,0.492,0.420,0.247,0.934,-0.000,0.008,0.357,
1510937374.389,0.489,0.423,0.247,0.936,-0.000,0.009,0.353,
1510937374.396,0.487,0.428,0.247,0.936,-0.005,0.006,0.352,
1510937374.405,0.482,0.430,0.247,0.939,0.001,0.008,0.343,
1510937374.413,0.480,0.435,0.247,0.941,-0.003,0.007,0.337,
1510937374.421,0.476,0.436,0.247,0.945,0.003,0.012,0.326,
1510937374.429,0.473,0.439,0.247,0.948,0.004,0.012,0.318,
1510937374.438,0.470,0.443,0.247,0.950,0.005,0.013,0.313,
1510937374.446,0.467,0.447,0.247,0.952,0.004,0.012,0.307,
1510937374.455,0.464,0.450,0.247,0.954,0.006,0.013,0.300,
1510937374.463,0.463,0.455,0.248,0.955,0.002,0.010,0.296,
1510937374.472,0.460,0.459,0.248,0.957,0.004,0.010,0.290,
1510937374.479,0.458,0.463,0.248,0.959,0.003,0.012,0.283,
1510937374.488,0.455,0.467,0.248,0.961,0.003,0.011,0.275,
1510937374.496,0.453,0.470,0.247,0.964,0.004,0.013,0.267,
1510937374.505,0.451,0.476,0.248,0.965,0.002,0.010,0.261,
1510937374.513,0.449,0.479,0.248,0.967,0.001,0.011,0.254,
1510937374.521,0.447,0.484,0.248,0.969,0.001,0.009,0.248,
1510937374.531,0.444,0.488,0.248,0.970,0.002,0.008,0.241,
1510937374.538,0.442,0.493,0.248,0.972,0.001,0.007,0.235,
1510937374.547,0.440,0.496,0.248,0.973,0.002,0.009,0.230,
1510937374.554,0.437,0.501,0.248,0.975,0.003,0.006,0.224,
1510937374.563,0.434,0.506,0.248,0.976,0.005,0.004,0.218,
1510937374.571,0.432,0.509,0.248,0.978,0.007,0.006,0.210,
1510937374.580,0.430,0.514,0.248,0.980,0.005,0.004,0.200,
1510937374.588,0.429,0.518,0.248,0.982,0.004,0.005,0.191,
1510937374.597,0.427,0.522,0.248,0.983,0.003,0.006,0.183,
1510937374.605,0.426,0.526,0.248,0.984,0.003,0.006,0.176,
1510937374.613,0.424,0.530,0.248,0.985,0.005,0.007,0.170,
1510937374.622,0.422,0.534,0.248,0.986,0.005,0.007,0.165,
1510937374.630,0.421,0.538,0.248,0.987,0.006,0.008,0.162,
1510937374.638,0.419,0.542,0.248,0.988,0.007,0.009,0.153,
1510937374.646,0.418,0.547,0.248,0.989,0.005,0.008,0.146,
1510937374.656,0.417,0.551,0.248,0.990,0.004,0.006,0.140,
1510937374.663,0.416,0.555,0.248,0.991,0.006,0.008,0.134,
1510937374.671,0.415,0.560,0.248,0.992,0.006,0.007,0.128,
1510937374.680,0.414,0.564,0.248,0.993,0.005,0.007,0.121,
1510937374.688,0.413,0.568,0.248,0.993,0.007,0.009,0.114,
1510937374.696,0.413,0.573,0.248,0.994,0.003,0.007,0.107,
1510937374.704,0.412,0.577,0.248,0.995,0.002,0.008,0.103,
1510937374.713,0.411,0.581,0.248,0.995,0.003,0.007,0.097,
1510937374.721,0.411,0.586,0.248,0.996,0.003,0.007,0.090,
1510937374.730,0.411,0.590,0.248,0.997,0.001,0.007,0.081,
1510937374.738,0.410,0.593,0.248,0.997,0.001,0.011,0.073,
1510937374.746,0.410,0.598,0.248,0.998,-0.001,0.008,0.070,
1510937374.756,0.409,0.603,0.248,0.998,0.001,0.007,0.065,
1510937374.762,0.410,0.607,0.248,0.998,-0.002,0.008,0.056,
1510937374.772,0.409,0.613,0.248,0.999,-0.001,0.006,0.050,
1510937374.780,0.409,0.616,0.248,0.999,-0.003,0.008,0.043,
1510937374.788,0.409,0.621,0.248,0.999,-0.003,0.007,0.036,
1510937374.797,0.408,0.625,0.248,1.000,-0.001,0.007,0.029,
1510937374.805,0.408,0.630,0.248,1.000,-0.002,0.008,0.022,
1510937374.813,0.409,0.634,0.248,1.000,-0.003,0.008,0.014,
1510937374.822,0.409,0.639,0.249,1.000,-0.004,0.006,0.006,
1510937374.830,0.408,0.642,0.248,1.000,-0.001,0.008,-0.002,
1510937374.838,0.409,0.647,0.248,1.000,-0.003,0.008,-0.011,
1510937374.846,0.409,0.651,0.249,1.000,-0.005,0.008,-0.019,
1510937374.854,0.410,0.654,0.248,1.000,-0.005,0.010,-0.027,
1510937374.863,0.410,0.659,0.249,1.000,-0.004,0.008,-0.029,
1510937374.871,0.410,0.664,0.248,0.999,-0.003,0.007,-0.034,
1510937374.881,0.410,0.667,0.248,0.999,-0.004,0.010,-0.040,
1510937374.888,0.412,0.671,0.249,0.999,-0.006,0.010,-0.047,
1510937374.896,0.411,0.675,0.248,0.998,-0.004,0.013,-0.054,
1510937374.904,0.411,0.679,0.248,0.998,-0.002,0.011,-0.059,
1510937374.913,0.412,0.682,0.248,0.998,-0.004,0.015,-0.067,
1510937374.921,0.413,0.687,0.248,0.997,-0.005,0.013,-0.073,
1510937374.929,0.415,0.691,0.248,0.997,-0.007,0.012,-0.079,
1510937374.938,0.417,0.696,0.248,0.996,-0.010,0.010,-0.084,
1510937374.946,0.418,0.700,0.248,0.996,-0.011,0.012,-0.092,
1510937374.954,0.419,0.704,0.249,0.995,-0.010,0.013,-0.097,
1510937374.963,0.422,0.709,0.248,0.995,-0.018,0.009,-0.099,
1510937374.971,0.422,0.712,0.249,0.994,-0.015,0.011,-0.109,
1510937374.980,0.423,0.717,0.249,0.993,-0.013,0.010,-0.118,
1510937374.988,0.425,0.721,0.249,0.992,-0.015,0.008,-0.121,
1510937374.996,0.426,0.725,0.249,0.992,-0.015,0.007,-0.127,
1510937375.004,0.429,0.729,0.249,0.991,-0.019,0.008,-0.134,
1510937375.013,0.430,0.734,0.249,0.990,-0.021,0.006,-0.138,
1510937375.023,0.430,0.738,0.249,0.989,-0.017,0.005,-0.146,
1510937375.029,0.431,0.742,0.249,0.988,-0.015,0.006,-0.152,
1510937375.038,0.433,0.747,0.248,0.987,-0.017,0.004,-0.157,
1510937375.047,0.434,0.751,0.249,0.986,-0.014,0.004,-0.163,
1510937375.055,0.436,0.756,0.249,0.985,-0.017,0.001,-0.171,
1510937375.063,0.438,0.760,0.249,0.984,-0.016,0.001,-0.177,
1510937375.072,0.439,0.764,0.249,0.983,-0.016,0.001,-0.185,
1510937375.079,0.440,0.769,0.249,0.981,-0.015,-0.001,-0.194,
1510937375.088,0.441,0.773,0.249,0.979,-0.013,-0.000,-0.202,
1510937375.096,0.443,0.777,0.249,0.978,-0.014,-0.001,-0.210,
1510937375.105,0.445,0.782,0.249,0.976,-0.015,-0.002,-0.215,
1510937375.113,0.447,0.785,0.249,0.976,-0.015,-0.001,-0.219,
1510937375.121,0.447,0.790,0.249,0.975,-0.008,-0.001,-0.222,
1510937375.129,0.448,0.794,0.248,0.974,-0.007,-0.001,-0.227,
1510937375.139,0.450,0.798,0.248,0.972,-0.006,-0.000,-0.235,
1510937375.146,0.452,0.801,0.248,0.970,-0.005,0.002,-0.245,
1510937375.156,0.454,0.805,0.248,0.968,-0.007,0.001,-0.251,
1510937375.163,0.456,0.809,0.248,0.966,-0.004,0.002,-0.258,
1510937375.172,0.459,0.813,0.248,0.964,-0.006,0.001,-0.265,
1510937375.180,0.461,0.817,0.248,0.962,-0.006,-0.000,-0.273,
1510937375.188,0.463,0.821,0.247,0.960,-0.006,0.000,-0.278,
1510937375.196,0.465,0.825,0.248,0.959,-0.005,0.001,-0.284,
1510937375.205,0.467,0.828,0.247,0.957,-0.004,0.003,-0.288,
1510937375.214,0.470,0.831,0.247,0.955,-0.004,0.005,-0.298,
